"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","old_la_code","new_la_code","la_name","progression_rate_fsm","progression_rate_non_fsm","progression_rate","high_tariff_progression_rate_fsm","high_tariff_progression_rate_non_fsm","high_tariff_progression_rate","progression_rate_gap","high_tariff_progression_rate_gap"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","13.5","42.2","39.1","1.4","9.2","8.4","28.7","7.8"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","14.2","44.7","41.6","2","10.4","9.5","30.4","8.4"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","20","43.4","41.2","2.4","9.4","8.7","23.4","6.9"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","16.6","43.3","40.6","1.2","9.4","8.5","26.7","8.2"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","16.5","42.7","40.3","2.2","9.7","9","26.2","7.5"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","885","E10000034","Worcestershire","19.6","45","42.6","2.4","12.1","11.2","25.4","9.6"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","11","33.5","32.1","x","x","x","22.5","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","10.1","34.1","32.4","x","x","x","24","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","6.2","34.2","32.5","x","x","x","28.1","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","11.4","33.6","32.5","3.4","8.6","8.4","22.3","5.2"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","10.9","35.4","34","0.5","9.9","9.4","24.5","9.4"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","15.4","37.9","36.8","2.7","10.5","10.1","22.6","7.7"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","9.8","37.4","35.6","0.9","9.8","9.2","27.6","8.9"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","10.2","37.8","36","1","9.1","8.6","27.5","8.1"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","11.9","35.5","34","0.9","9.1","8.6","23.6","8.2"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","10","37.6","35.4","0.8","10.1","9.3","27.5","9.3"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","12.2","39.4","37.4","0.8","10.4","9.7","27.2","9.6"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","18.6","39.3","37.6","1.5","7.8","7.3","20.7","6.3"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","15.5","39.4","37.4","1.5","8.7","8","23.9","7.1"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","14.9","39.7","37.6","2.3","9","8.4","24.8","6.7"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","14.1","40.7","38.5","0.4","10.8","9.9","26.6","10.3"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","20","40.5","38.9","3.3","9.7","9.2","20.5","6.4"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","18.9","42","40.2","2.2","10.7","10.1","23.2","8.5"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","6.8","31.2","27","x","x","x","24.4","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","11.3","33.2","29.3","x","x","x","22","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","11.7","31.3","28.1","x","x","x","19.5","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","11.5","32.4","28.9","1.6","7.7","6.7","20.9","6.1"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","12.3","33.6","30.5","2.2","10","8.8","21.3","7.8"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","14.7","35.2","32.1","1.5","9.5","8.3","20.6","8"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","12.3","36.8","33","1.8","11.8","10.3","24.5","10"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","15.3","36.6","33.5","1","11","9.5","21.3","10.1"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","14.7","38","34.3","1.5","9.5","8.2","23.3","8"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","18","39.3","35.9","2.1","11.3","9.9","21.3","9.2"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","19.6","41.6","37.9","3.3","11.4","10.1","21.9","8.1"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","15.1","42.4","37.8","1.7","10","8.6","27.3","8.3"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","13.5","43.1","38.6","2.2","12.1","10.6","29.6","9.8"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","18.7","41.6","38","2.3","10.5","9.3","22.9","8.3"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","15.2","43.1","39.1","2.8","10.6","9.5","28","7.8"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","19.3","43.5","40.1","1.1","13.3","11.6","24.2","12.2"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","894","E06000020","Telford and Wrekin","18.9","44","40.3","2.1","12.9","11.3","25.1","10.9"
200506,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","9.4","35.6","33.9","x","x","x","26.2","x"
200607,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","8.8","35.8","33.9","x","x","x","26.9","x"
200708,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","8.2","35.4","33.8","x","x","x","27.3","x"
200809,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","10","36.9","35.1","1","9.2","8.7","26.9","8.2"
200910,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","16.3","36.8","35.6","3.6","10.7","10.2","20.5","7.1"
201011,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","12","38.3","36.6","1.4","11.1","10.5","26.2","9.7"
201112,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","13.2","39","37.5","2.4","12.1","11.5","25.8","9.7"
201213,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","11.1","39.6","37.6","2.1","10.9","10.3","28.6","8.8"
201314,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","16","38.9","37.3","2.4","11.8","11.1","22.9","9.4"
201415,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","14.1","41.3","39.4","2.3","12.9","12.1","27.2","10.6"
201516,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","16.1","44.2","41.9","2.1","13.7","12.7","28.1","11.6"
201617,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","15.7","44.3","41.9","2.5","12.3","11.5","28.7","9.7"
201718,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","19.9","45.7","43.6","3.1","13.8","12.9","25.8","10.7"
201819,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","19.8","45.2","43.2","4.9","13","12.4","25.4","8.1"
201920,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","17.5","46.5","44.3","3.1","14.5","13.6","29","11.4"
202021,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","23.4","47.3","45.4","3.4","14.1","13.2","23.9","10.6"
202122,"Academic year","Local authority","E92000001","England","E12000005","West Midlands","937","E10000031","Warwickshire","20.2","50","47.4","4.9","17.3","16.2","29.8","12.4"
200506,"Academic year","Local authority","E92000001","England","E12000006","East of England","820","","Bedfordshire","9.2","32.9","30.9","x","x","x","23.8","x"
200607,"Academic year","Local authority","E92000001","England","E12000006","East of England","820","","Bedfordshire","10.2","33.3","31.2","x","x","x","23.1","x"
200708,"Academic year","Local authority","E92000001","England","E12000006","East of England","820","","Bedfordshire","13.7","34","32.1","x","x","x","20.3","x"
200809,"Academic year","Local authority","E92000001","England","E12000006","East of England","820","","Bedfordshire","15.3","35.6","33.9","1.7","7.4","6.9","20.3","5.7"
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","820","","Bedfordshire","13.9","37","35.2","1.6","8.3","7.8","23.2","6.7"
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","820","","Bedfordshire","16.4","37.6","35.9","1.8","8","7.5","21.2","6.2"
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","820","","Bedfordshire","15.3","38.7","37.1","1.5","9","8.5","23.4","7.5"
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","820","","Bedfordshire","16.6","40.3","38.3","1.3","8.6","8","23.7","7.3"
200506,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","24.6","31.9","30","x","x","x","7.3","x"
200607,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","22.7","31.4","29.2","x","x","x","8.6","x"
200708,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","25.6","34.1","32","x","x","x","8.4","x"
200809,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","26.3","33.9","32.1","2.9","3.5","3.4","7.6","0.6"
200910,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","29.3","38.4","36.2","1.9","4.7","4","9.1","2.8"
201011,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","33.1","40.4","38.9","3.5","5.3","4.9","7.3","1.8"
201112,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","30.3","40.8","38.8","3.8","6.3","5.8","10.5","2.5"
201213,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","31.6","39.6","38.1","2.4","4.7","4.3","8","2.4"
201314,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","32.5","42.6","40.6","1.1","5.3","4.5","10.1","4.2"
201415,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","33.1","47.1","44.4","2.5","7.6","6.7","14","5.1"
201516,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","42","48.5","47.2","2.7","6.1","5.4","6.5","3.4"
201617,"Academic year","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","41.1","50.5","48.6","2.3","5.1","4.5","9.3","2.8"
